,vfr,0.00,0.05,0.10,0.30,0.60
90,0.89,0.0,0.669050470889,0.628080012888,0.741314979492,1.0
91,0.891,0.0,0.690344319935,0.653440012187,0.777850924377,1.0
92,0.892,0.0,0.715445678839,0.67906614537,0.851476126678,1.0
93,0.893,0.0,0.740815818753,0.711443276719,1.0,1.0
94,0.894,0.0,0.770117939281,0.744166958866,1.0,1.0
95,0.895,0.0,0.799687392592,0.783837400595,1.0,1.0
96,0.896,0.0,0.840729958441,0.830586609415,1.0,1.0
97,0.897,0.0,0.893496498299,0.911589668395,1.0,1.0
98,0.898,1.0,1.0,1.0,1.0,1.0
99,0.899,1.0,1.0,1.0,1.0,1.0
100,0.901,1.0,1.0,1.0,1.0,1.0
101,0.902,1.0,1.0,1.0,1.0,1.0
102,0.903,1.0,1.0,1.0,1.0,1.0
103,0.904,1.0,1.0,1.0,1.0,1.0
104,0.905,1.0,1.0,1.0,1.0,1.0
105,0.906,1.0,1.0,1.0,1.0,1.0
106,0.907,1.0,1.0,1.0,1.0,1.0
107,0.908,1.0,1.0,1.0,1.0,1.0
108,0.909,1.0,1.0,1.0,1.0,1.0
109,0.91,1.0,1.0,1.0,1.0,1.0
110,0.911,1.0,1.0,1.0,1.0,1.0
111,0.912,1.0,1.0,1.0,1.0,1.0
112,0.913,1.0,1.0,1.0,1.0,1.0
113,0.914,1.0,1.0,1.0,1.0,1.0
114,0.915,1.0,1.0,1.0,1.0,1.0
115,0.916,1.0,1.0,1.0,1.0,1.0
116,0.917,1.0,1.0,1.0,1.0,1.0
117,0.918,1.0,1.0,1.0,1.0,1.0
118,0.919,1.0,1.0,1.0,1.0,1.0
119,0.92,1.0,1.0,1.0,1.0,1.0
120,0.921,1.0,1.0,1.0,1.0,1.0
121,0.922,1.0,1.0,1.0,1.0,1.0
122,0.923,1.0,1.0,1.0,1.0,1.0
123,0.924,1.0,1.0,1.0,1.0,1.0
124,0.925,1.0,1.0,1.0,1.0,1.0
125,0.926,1.0,1.0,1.0,1.0,1.0
126,0.927,1.0,1.0,1.0,1.0,1.0
127,0.928,1.0,1.0,1.0,1.0,1.0
128,0.929,1.0,1.0,1.0,1.0,1.0
129,0.93,1.0,1.0,1.0,1.0,1.0
130,0.931,1.0,1.0,1.0,1.0,1.0
131,0.932,1.0,1.0,1.0,1.0,1.0
132,0.933,1.0,1.0,1.0,1.0,1.0
133,0.934,1.0,1.0,1.0,1.0,1.0
134,0.935,1.0,1.0,1.0,1.0,1.0
135,0.936,1.0,1.0,1.0,1.0,1.0
136,0.937,1.0,1.0,1.0,1.0,1.0
137,0.938,1.0,1.0,1.0,1.0,1.0
138,0.939,1.0,1.0,1.0,1.0,1.0
139,0.94,1.0,1.0,1.0,1.0,1.0
140,0.941,1.0,1.0,1.0,1.0,1.0
141,0.942,1.0,1.0,1.0,1.0,1.0
142,0.943,1.0,1.0,1.0,1.0,1.0
143,0.944,1.0,1.0,1.0,1.0,1.0
144,0.945,1.0,1.0,1.0,1.0,1.0
145,0.946,1.0,1.0,1.0,1.0,1.0
146,0.947,1.0,1.0,1.0,1.0,1.0
147,0.948,1.0,1.0,1.0,1.0,1.0
148,0.949,1.0,1.0,1.0,1.0,1.0
149,0.95,1.0,1.0,1.0,1.0,1.0
150,0.951,1.0,1.0,1.0,1.0,1.0
151,0.952,1.0,1.0,1.0,1.0,1.0
152,0.953,1.0,1.0,1.0,1.0,1.0
153,0.954,1.0,1.0,1.0,1.0,1.0
154,0.955,1.0,1.0,1.0,1.0,1.0
155,0.956,1.0,1.0,1.0,1.0,1.0
156,0.957,1.0,1.0,1.0,1.0,1.0
157,0.958,1.0,1.0,1.0,1.0,1.0
158,0.959,1.0,1.0,1.0,1.0,1.0
159,0.96,1.0,1.0,1.0,1.0,1.0
160,0.961,1.0,1.0,1.0,1.0,1.0
161,0.962,1.0,1.0,1.0,1.0,1.0
162,0.963,1.0,1.0,1.0,1.0,1.0
163,0.964,1.0,1.0,1.0,1.0,1.0
164,0.965,1.0,1.0,1.0,1.0,1.0
165,0.966,1.0,1.0,1.0,1.0,1.0
166,0.967,1.0,1.0,1.0,1.0,1.0
167,0.968,1.0,1.0,1.0,1.0,1.0
168,0.969,1.0,1.0,1.0,1.0,1.0
169,0.97,1.0,1.0,1.0,1.0,1.0
170,0.971,1.0,1.0,1.0,1.0,1.0
171,0.972,1.0,1.0,1.0,1.0,1.0
172,0.973,1.0,1.0,1.0,1.0,1.0
173,0.974,1.0,1.0,1.0,1.0,1.0
174,0.975,1.0,1.0,1.0,1.0,1.0
175,0.976,1.0,1.0,1.0,1.0,1.0
176,0.977,1.0,1.0,1.0,1.0,1.0
177,0.978,1.0,1.0,1.0,1.0,1.0
178,0.979,1.0,1.0,1.0,1.0,1.0
179,0.98,1.0,1.0,1.0,1.0,1.0
180,0.981,1.0,1.0,1.0,1.0,1.0
181,0.982,1.0,1.0,1.0,1.0,1.0
182,0.983,1.0,1.0,1.0,1.0,1.0
183,0.984,1.0,1.0,1.0,1.0,1.0
184,0.985,1.0,1.0,1.0,1.0,1.0
185,0.986,1.0,1.0,1.0,1.0,1.0
186,0.987,1.0,1.0,1.0,1.0,1.0
187,0.988,1.0,1.0,1.0,1.0,1.0
188,0.989,1.0,1.0,1.0,1.0,1.0
189,0.99,1.0,1.0,1.0,1.0,1.0
190,0.991,1.0,1.0,1.0,1.0,1.0
191,0.992,1.0,1.0,1.0,1.0,1.0
192,0.993,1.0,1.0,1.0,1.0,1.0
193,0.994,1.0,1.0,1.0,1.0,1.0
194,0.995,1.0,1.0,1.0,1.0,1.0
195,0.996,1.0,1.0,1.0,1.0,1.0
196,0.997,1.0,0.998255267102,1.0,1.0,1.0
197,0.998,1.0,0.994925100855,1.0,1.0,1.0
198,0.999,1.0,0.992693562677,1.0,1.0,1.0
199,1.0,1.0,0.990503496821,1.0,1.0,1.0
