,t,x,y,vx,vy,t [min],x [RSun],y [RSun],vx [km s-1],vy [km s-1]
376,0.224178906646,-0.340760396778,-0.0230538229926,-1.50995803297,0.157337009911,18751.0,-95.2841678016,-6.44636043173,-58.513045605,-58.513045605
377,0.224776685182,-0.341665041533,-0.0229590386043,-1.51687782707,0.159837592191,18801.0,-95.5371265473,-6.41985661369,-58.7811975791,-58.7811975791
378,0.225374463719,-0.342573838392,-0.0228627550037,-1.52385105288,0.162353283919,18851.0,-95.7912463137,-6.39293358259,-59.0514201093,-59.0514201093
379,0.225972242255,-0.343486819596,-0.0227649631129,-1.53087873972,0.164884241328,18901.0,-96.0465361157,-6.36558880009,-59.3237530826,-59.3237530826
380,0.226570020791,-0.344404018008,-0.0226656537599,-1.53796194412,0.167430623637,18951.0,-96.3030051429,-6.33781970151,-59.5982374411,-59.5982374411
381,0.227167799327,-0.345325467133,-0.0225648176768,-1.54510175078,0.169992593127,19001.0,-96.5606627636,-6.30962369529,-59.8749152185,-59.8749152185
382,0.227765577863,-0.346251201131,-0.0224624454975,-1.55229927353,0.172570315219,19051.0,-96.8195185298,-6.2809981625,-60.1538295777,-60.1538295777
383,0.2283633564,-0.347181254837,-0.0223585277562,-1.55955565641,0.175163958551,19101.0,-97.079582182,-6.25194045629,-60.4350248511,-60.4350248511
384,0.228961134936,-0.348115663778,-0.0222530548854,-1.56687207464,0.177773695057,19151.0,-97.3408636548,-6.22244790135,-60.7185465813,-60.7185465813
385,0.229558913472,-0.349054464194,-0.0221460172136,-1.57424973587,0.180399700053,19201.0,-97.6033730816,-6.19251779336,-61.0044415652,-61.0044415652
386,0.230156692008,-0.349997693058,-0.0220374049639,-1.5816898812,0.183042152319,19251.0,-97.8671208005,-6.16214739842,-61.2927578984,-61.2927578984
387,0.230754470545,-0.350945388093,-0.0219272082511,-1.58919378652,0.185701234191,19301.0,-98.1321173599,-6.13133395245,-61.5835450226,-61.5835450226
388,0.231352249081,-0.351897587795,-0.0218154170801,-1.59676276371,0.188377131645,19351.0,-98.3983735242,-6.10007466059,-61.8768537753,-61.8768537753
389,0.231950027617,-0.352854331457,-0.0217020213435,-1.60439816198,0.191070034397,19401.0,-98.6659002805,-6.06836669659,-62.1727364408,-62.1727364408
390,0.232547806153,-0.353815659188,-0.0215870108194,-1.61210136931,0.193780135995,19451.0,-98.9347088442,-6.03620720219,-62.4712468044,-62.4712468044
391,0.233145584689,-0.354781611939,-0.0214703751692,-1.61987381382,0.19650763392,19501.0,-99.2048106662,-6.00359328643,-62.7724402085,-62.7724402085
392,0.233743363226,-0.355752231527,-0.0213521039347,-1.62771696537,0.199252729682,19551.0,-99.4762174394,-5.97052202505,-63.0763736122,-63.0763736122
393,0.234341141762,-0.356727560661,-0.0212321865364,-1.63563233711,0.202015628933,19601.0,-99.7489411059,-5.93699045974,-63.3831056524,-63.3831056524
394,0.234938920298,-0.357707642966,-0.0211106122705,-1.6436214872,0.204796541568,19651.0,-100.022993865,-5.90299559747,-63.6926967091,-63.6926967091
395,0.235536698834,-0.358692523012,-0.0209873703064,-1.65168602047,0.207595681838,19701.0,-100.298388178,-5.86853440979,-64.0052089731,-64.0052089731
396,0.23613447737,-0.359682246345,-0.0208624496841,-1.65982759036,0.210413268464,19751.0,-100.575136782,-5.83360383204,-64.3207065167,-64.3207065167
397,0.236732255907,-0.360676859512,-0.0207358393118,-1.66804790078,0.213249524754,19801.0,-100.853252692,-5.79820076267,-64.639255369,-64.639255369
398,0.237330034443,-0.361676410093,-0.0206075279624,-1.67634870814,0.216104678725,19851.0,-101.132749213,-5.76232206239,-64.9609235936,-64.9609235936
399,0.237927812979,-0.362680946736,-0.0204775042714,-1.68473182349,0.218978963223,19901.0,-101.413639948,-5.7259645534,-65.2857813709,-65.2857813709
400,0.238525591515,-0.363690519187,-0.0203457567336,-1.69319911471,0.221872616056,19951.0,-101.695938805,-5.68912501859,-65.6139010845,-65.6139010845
401,0.239123370051,-0.364705178327,-0.0202122737001,-1.70175250889,0.224785880122,20001.0,-101.979660014,-5.65180020068,-65.9453574118,-65.9453574118
402,0.239721148588,-0.365724976204,-0.0200770433754,-1.71039399477,0.227719003545,20051.0,-102.264818128,-5.61398680136,-66.280227419,-66.280227419
403,0.240318927124,-0.366749966076,-0.0199400538139,-1.71912562531,0.230672239812,20101.0,-102.551428039,-5.57568148042,-66.6185906616,-66.6185906616
404,0.24091670566,-0.367780202448,-0.019801292917,-1.72794952045,0.233645847917,20151.0,-102.839504988,-5.5368808548,-66.9605292897,-66.9605292897
405,0.241514484196,-0.368815741111,-0.0196607484297,-1.73686786991,0.23664009251,20201.0,-103.129064575,-5.49758149772,-67.3061281589,-67.3061281589
406,0.242112262732,-0.369856639187,-0.019518407937,-1.74588293627,0.239655244041,20251.0,-103.420122772,-5.45777993767,-67.6554749472,-67.6554749472
407,0.242710041269,-0.370902955172,-0.0193742588605,-1.75499705812,0.242691578921,20301.0,-103.712695938,-5.41747265746,-68.008660278,-68.008660278
408,0.243307819805,-0.371954748984,-0.0192282884547,-1.7642126534,0.245749379675,20351.0,-104.006800825,-5.3766560932,-68.3657778501,-68.3657778501
409,0.243905598341,-0.373012082009,-0.0190804838037,-1.77353222294,0.248828935107,20401.0,-104.302454599,-5.33532663325,-68.7269245745,-68.7269245745
410,0.244503376877,-0.374075017155,-0.0189308318167,-1.7829583542,0.251930540465,20451.0,-104.599674851,-5.29348061718,-69.0922007187,-69.0922007187
411,0.245101155413,-0.375143618902,-0.0187793192247,-1.79249372519,0.255054497615,20501.0,-104.89847961,-5.25111433466,-69.4617100596,-69.4617100596
412,0.24569893395,-0.376217953359,-0.0186259325762,-1.80214110863,0.258201115209,20551.0,-105.198887361,-5.20822402437,-69.8355600444,-69.8355600444
413,0.246296712486,-0.377298088319,-0.0184706582332,-1.81190337639,0.261370708866,20601.0,-105.500917062,-5.16480587281,-70.2138619612,-70.2138619612
414,0.246894491022,-0.378384093325,-0.0183134823669,-1.82178350405,0.264563601358,20651.0,-105.804588159,-5.12085601313,-70.596731119,-70.596731119
415,0.247492269558,-0.37947603973,-0.0181543909534,-1.83178457591,0.267780122787,20701.0,-106.109920601,-5.07637052397,-70.9842870386,-70.9842870386
416,0.248090048094,-0.38057400076,-0.0179933697694,-1.84190979017,0.271020610782,20751.0,-106.416934867,-5.03134542815,-71.3766536548,-71.3766536548
417,0.248687826631,-0.381678051593,-0.0178304043874,-1.85216246445,0.274285410687,20801.0,-106.725651977,-4.98577669142,-71.7739595298,-71.7739595298
418,0.249285605167,-0.382788269423,-0.0176654801711,-1.86254604164,0.277574875757,20851.0,-107.036093516,-4.93966022118,-72.1763380811,-72.1763380811
419,0.249883383703,-0.383904733541,-0.0174985822709,-1.87306409615,0.280889367358,20901.0,-107.348281656,-4.8929918651,-72.5839278216,-72.5839278216
420,0.250481162239,-0.385027525415,-0.0173296956185,-1.88372034045,0.284229255165,20951.0,-107.662239177,-4.8457674098,-72.9968726157,-72.9968726157
421,0.251078940775,-0.386156728775,-0.0171588049222,-1.89451863215,0.287594917364,21001.0,-107.977989491,-4.79798257938,-73.4153219506,-73.4153219506
422,0.251676719312,-0.3872924297,-0.0169858946619,-1.9054629814,0.290986740861,21051.0,-108.295556669,-4.74963303403,-73.8394312258,-73.8394312258
423,0.252274497848,-0.388434716713,-0.0168109490834,-1.91655755885,0.294405121477,21101.0,-108.614965463,-4.70071436855,-74.2693620597,-74.2693620597
424,0.252872276384,-0.389583680882,-0.0166339521932,-1.92780670408,0.297850464161,21151.0,-108.936241338,-4.6512221108,-74.7052826174,-74.7052826174
425,0.25347005492,-0.390739415916,-0.0164548877531,-1.93921493461,0.301323183188,21201.0,-109.259410497,-4.60115172024,-75.1473679591,-75.1473679591
426,0.254067833456,-0.391902018283,-0.0162737392745,-1.95078695547,0.304823702362,21251.0,-109.584499915,-4.55049858625,-75.595800412,-75.595800412
427,0.254665611993,-0.393071587318,-0.0160904900125,-1.96252766948,0.308352455212,21301.0,-109.911537368,-4.49925802663,-76.0507699671,-76.0507699671
428,0.255263390529,-0.39424822535,-0.0159051229603,-1.97444218816,0.311909885187,21351.0,-110.240551469,-4.44742528587,-76.5124747029,-76.5124747029
429,0.255861169065,-0.395432037825,-0.0157176208429,-1.9865358434,0.315496445842,21401.0,-110.571571704,-4.39499553351,-76.9811212384,-76.9811212384
430,0.256458947601,-0.396623133445,-0.0155279661113,-1.99881420003,0.319112601014,21451.0,-110.904628468,-4.34196386246,-77.456925218,-77.456925218
431,0.257056726137,-0.397821624312,-0.0153361409362,-2.01128306913,0.322758824991,21501.0,-111.239753106,-4.28832528724,-77.9401118302,-77.9401118302
432,0.257654504674,-0.399027626073,-0.0151421272015,-2.02394852246,0.326435602665,21551.0,-111.576977958,-4.2340747422,-78.4309163636,-78.4309163636
433,0.25825228321,-0.400241258088,-0.0149459064983,-2.03681690778,0.330143429671,21601.0,-111.916336398,-4.1792070798,-78.9295848039,-78.9295848039
434,0.258850061746,-0.401462643596,-0.0147474601181,-2.04989486544,0.333882812501,21651.0,-112.257862886,-4.12371706873,-79.4363744738,-79.4363744738
435,0.259447840282,-0.402691909894,-0.0145467690465,-2.06318934611,0.337654268602,21701.0,-112.601593018,-4.06759939214,-79.9515547218,-79.9515547218
436,0.260045618818,-0.403929188531,-0.0143438139566,-2.0767076299,0.341458326435,21751.0,-112.947563578,-4.01084864579,-80.4754076625,-80.4754076625
437,0.260643397355,-0.405174615508,-0.0141385752023,-2.09045734693,0.345295525509,21801.0,-113.295812595,-3.95345933619,-81.008228974,-81.008228974
438,0.261241175891,-0.406428331497,-0.0139310328117,-2.10444649951,0.349166416367,21851.0,-113.646379403,-3.89542587878,-81.5503287577,-81.5503287577
439,0.261838954427,-0.407690482065,-0.0137211664806,-2.1186834861,0.353071560531,21901.0,-113.999304706,-3.83674259607,-82.1020324656,-82.1020324656
440,0.262436732963,-0.408961217925,-0.0135089555661,-2.13317712714,0.357011530383,21951.0,-114.354630648,-3.7774037158,-82.6636819024,-82.6636819024
441,0.263034511499,-0.410240695192,-0.0132943790799,-2.14793669303,0.360986908982,22001.0,-114.712400881,-3.71740336919,-83.2356363099,-83.2356363099
442,0.263632290036,-0.411529075661,-0.013077415682,-2.16297193442,0.364998289808,22051.0,-115.072660647,-3.65673558911,-83.8182735397,-83.8182735397
443,0.264230068572,-0.412826527105,-0.0128580436748,-2.17829311506,0.369046276405,22101.0,-115.435456859,-3.59539430843,-84.4119913264,-84.4119913264
444,0.264827847108,-0.414133223592,-0.0126362409971,-2.19391104738,0.373131481924,22151.0,-115.80083819,-3.53337335832,-85.0172086678,-85.0172086678
445,0.265425625644,-0.415449345821,-0.0124119852182,-2.2098371313,0.377254528542,22201.0,-116.168855168,-3.47066646672,-85.6343673267,-85.6343673267
446,0.26602340418,-0.416775081491,-0.0121852535334,-2.22608339632,0.381416046728,22251.0,-116.539560277,-3.40726725688,-86.2639334636,-86.2639334636
