,t [yr],m acc [MSun],dm acc [MSun],m don [MSun],dm don [MSun],a [AU]
95,216.719763833,1.00021672023,9.78107213971e-10,1.19978328024,9.63472345194e-10,0.0126879690813
96,216.746729842,1.00021674727,8.41229273353e-10,1.19978325327,8.28642432423e-10,0.011474771736
97,216.769922183,1.00021677052,7.23506258978e-10,1.19978323008,7.12680841448e-10,0.0103775778189
98,216.793407455,1.00021679411,5.99241920965e-10,1.19978320659,5.85843175247e-10,0.00910654265171
99,216.814499402,1.00021681532,4.77962762303e-10,1.1997831855,4.67275757207e-10,0.00783215804735
100,216.831322599,1.00021683224,3.81229007082e-10,1.19978316868,3.72704919775e-10,0.00673611293458
101,216.847252215,1.00021684831,2.86278663579e-10,1.19978315275,2.77775900829e-10,0.0055372693887
102,216.860310984,1.00021686151,2.05470936526e-10,1.19978313969,1.97871105394e-10,0.00441659452084
103,216.871047562,1.0002168724,1.35738228018e-10,1.19978312895,1.29736014111e-10,0.003333289058
104,216.8796829,1.00021688123,7.77061646134e-11,1.19978312032,7.26094316184e-11,0.00226374741553
105,216.886016359,1.00021688781,3.26581069029e-11,1.19978311398,2.8947651889e-11,0.00122623818805
106,216.88973918,1.00021689195,3.78216304039e-12,1.19978311026,2.13278136911e-12,0.000215508052181
