,time [yr],macc [MSun],mdon [MSun],a [AU],L [kg m2 s-1],v
83,140.501592255,1.00011834111,1.1998,1.47175,7.43738894101e+40,0.000123045760612
84,141.705274968,1.00011954478,1.1998,1.47175,7.50872626739e+40,0.000124225756403
85,142.908957681,1.00012074845,1.1998,1.47175,7.58006359376e+40,0.000125405747933
86,144.112640394,1.00012195212,1.1998,1.47175,7.65140092013e+40,0.000126585735202
87,145.316323107,1.00012315579,1.1998,1.47175,7.7227382465e+40,0.000127765718212
88,146.52000582,1.00012435946,1.1998,1.39962,7.79407557288e+40,0.00012894569696
89,147.636293589,1.00012547575,1.1998,1.39962,7.85859228537e+40,0.000130012848009
90,148.752581358,1.00012659204,1.1998,1.39962,7.92310899786e+40,0.000131079995484
91,149.868869127,1.00012770832,1.1998,1.39962,7.98762571035e+40,0.000132147139385
92,150.985156896,1.00012882461,1.1998,1.39962,8.05214242285e+40,0.000133214279714
93,152.101444665,1.00012994089,1.1998,1.39962,8.11665913534e+40,0.000134281416469
94,153.217732434,1.00013105718,1.1998,1.39962,8.18117584783e+40,0.00013534854965
95,154.334020203,1.00013217347,1.1998,1.39962,8.24569256032e+40,0.000136415679258
96,155.450307971,1.00013328975,1.1998,1.39962,8.31020927282e+40,0.000137482805293
97,156.56659574,1.00013440604,1.1998,1.33104,8.37472598531e+40,0.000138549927755
98,157.601851409,1.00013544128,1.1998,1.33104,8.43307431543e+40,0.000139515015187
99,158.637107077,1.00013647653,1.1998,1.33104,8.49142264556e+40,0.000140480099622
100,159.672362745,1.00013751178,1.1998,1.33104,8.54977097568e+40,0.00014144518106
101,160.707618413,1.00013854702,1.1998,1.33104,8.6081193058e+40,0.000142410259501
102,161.742874081,1.00013958227,1.1998,1.33104,8.66646763592e+40,0.000143375334944
103,162.77812975,1.00014061752,1.1998,1.33104,8.72481596605e+40,0.000144340407391
104,163.813385418,1.00014165276,1.1998,1.33104,8.78316429617e+40,0.000145305476841
105,164.848641086,1.00014268801,1.1998,1.33104,8.84151262629e+40,0.000146270543294
106,165.883896754,1.00014372325,1.1998,1.33104,8.89986095642e+40,0.000147235606751
107,166.919152423,1.0001447585,1.1998,1.26581,8.95820928654e+40,0.00014820066721
108,167.879246388,1.00014571859,1.1998,1.26581,9.01097907782e+40,0.00014907345273
109,168.839340354,1.00014667868,1.1998,1.26581,9.06374886911e+40,0.000149946235736
110,169.79943432,1.00014763878,1.1998,1.26581,9.11651866039e+40,0.000150819016229
111,170.759528285,1.00014859887,1.1998,1.26581,9.16928845167e+40,0.000151691794208
112,171.719622251,1.00014955896,1.1998,1.26581,9.22205824296e+40,0.000152564569674
113,172.679716216,1.00015051905,1.1998,1.26581,9.27482803424e+40,0.000153437342626
114,173.639810182,1.00015147914,1.1998,1.26581,9.32759782552e+40,0.000154310113065
115,174.599904148,1.00015243923,1.1998,1.26581,9.38036761681e+40,0.00015518288099
116,175.559998113,1.00015339932,1.1997,1.20378,9.43313740809e+40,0.000156055646401
117,176.450390918,1.00015428972,1.1997,1.20378,9.48086208648e+40,0.000156844962771
118,177.340783723,1.00015518011,1.1997,1.20378,9.52858676488e+40,0.000157634277034
119,178.231176528,1.0001560705,1.1997,1.20378,9.57631144328e+40,0.000158423589188
120,179.121569333,1.0001569609,1.1997,1.20378,9.62403612167e+40,0.000159212899233
121,180.011962138,1.00015785129,1.1997,1.20378,9.67176080007e+40,0.000160002207171
122,180.902354943,1.00015874169,1.1997,1.20378,9.71948547846e+40,0.000160791513
123,181.792747748,1.00015963208,1.1997,1.20378,9.76721015686e+40,0.000161580816722
124,182.683140553,1.00016052247,1.1997,1.20378,9.81493483525e+40,0.000162370118335
125,183.573533358,1.00016141287,1.1997,1.20378,9.86265951365e+40,0.00016315941784
126,184.463926163,1.00016230326,1.1997,1.14479,9.91038419205e+40,0.000163948715237
127,185.289678282,1.00016312902,1.1997,1.14479,9.95354616453e+40,0.000164662545179
128,186.115430402,1.00016395477,1.1997,1.14479,9.99670813701e+40,0.000165376373353
129,186.941182522,1.00016478053,1.1997,1.14479,1.00398701095e+41,0.000166090199759
130,187.766934642,1.00016560629,1.1997,1.14479,1.0083032082e+41,0.000166804024396
131,188.592686762,1.00016643204,1.1997,1.14479,1.01261940545e+41,0.000167517847266
132,189.418438882,1.0001672578,1.1997,1.14479,1.01693560269e+41,0.000168231668367
133,190.244191001,1.00016808356,1.1997,1.14479,1.02125179994e+41,0.0001689454877
134,191.069943121,1.00016890931,1.1997,1.14479,1.02556799719e+41,0.000169659305265
135,191.895695241,1.00016973507,1.1997,1.08869,1.02988419444e+41,0.000170373121062
136,192.661498671,1.00017050088,1.1997,1.08869,1.03378774806e+41,0.000171018687164
137,193.427302101,1.0001712667,1.1997,1.08869,1.03769130168e+41,0.000171664251782
138,194.193105532,1.00017203251,1.1997,1.08869,1.0415948553e+41,0.000172309814918
139,194.958908962,1.00017279832,1.1997,1.08869,1.04549840891e+41,0.00017295537657
140,195.724712392,1.00017356413,1.1997,1.08869,1.04940196253e+41,0.00017360093674
141,196.490515822,1.00017432995,1.1997,1.08869,1.05330551615e+41,0.000174246495426
142,197.256319252,1.00017509576,1.1997,1.08869,1.05720906977e+41,0.00017489205263
143,198.022122682,1.00017586157,1.1997,1.08869,1.06111262339e+41,0.000175537608351
144,198.787926112,1.00017662739,1.1997,1.08869,1.06501617701e+41,0.000176183162588
145,199.553729543,1.0001773932,1.1997,1.03535,1.06891973063e+41,0.000176828715343
146,200.263947646,1.00017810342,1.1997,1.03535,1.07245009527e+41,0.000177412545759
147,200.97416575,1.00017881364,1.1997,1.03535,1.07598045991e+41,0.00017799637493
148,201.684383853,1.00017952386,1.1997,1.03535,1.07951082454e+41,0.000178580202858
149,202.394601957,1.00018023408,1.1997,1.03535,1.08304118918e+41,0.000179164029542
150,203.104820061,1.0001809443,1.1997,1.03535,1.08657155382e+41,0.000179747854982
151,203.815038164,1.00018165453,1.1997,1.03535,1.09010191846e+41,0.000180331679179
152,204.525256268,1.00018236475,1.1997,1.03535,1.0936322831e+41,0.000180915502131
153,205.235474371,1.00018307497,1.1997,1.03535,1.09716264774e+41,0.00018149932384
154,205.945692475,1.00018378519,1.1996,0.98461,1.10069301238e+41,0.000182083144305
155,206.604361425,1.00018444385,1.1996,0.98461,1.10388586953e+41,0.000182611145223
156,207.263030375,1.00018510252,1.1996,0.98461,1.10707872669e+41,0.000183139145097
157,207.921699325,1.00018576119,1.1996,0.98461,1.11027158385e+41,0.000183667143928
158,208.580368275,1.00018641985,1.1996,0.98461,1.11346444101e+41,0.000184195141716
159,209.239037225,1.00018707852,1.1996,0.98461,1.11665729816e+41,0.000184723138461
160,209.897706175,1.00018773718,1.1996,0.98461,1.11985015532e+41,0.000185251134163
161,210.556375125,1.00018839585,1.1996,0.98461,1.12304301248e+41,0.000185779128821
162,211.215044075,1.00018905451,1.1996,0.98461,1.12623586964e+41,0.000186307122436
163,211.873713025,1.00018971318,1.1996,0.98461,1.12942872679e+41,0.000186835115008
164,212.532381975,1.00019037185,1.1996,0.93637,1.13262158395e+41,0.000187363106537
165,213.143242504,1.0001909827,1.1996,0.93637,1.13550920293e+41,0.000187840616736
166,213.754103033,1.00019159355,1.1996,0.93637,1.1383968219e+41,0.000188318126061
167,214.364963563,1.00019220441,1.1996,0.93637,1.14128444088e+41,0.00018879563451
168,214.975824092,1.00019281526,1.1996,0.93637,1.14417205986e+41,0.000189273142085
169,215.586684621,1.00019342611,1.1996,0.93637,1.14705967883e+41,0.000189750648784
170,216.197545151,1.00019403697,1.1996,0.93637,1.14994729781e+41,0.000190228154609
171,216.80840568,1.00019464782,1.1996,0.93637,1.15283491678e+41,0.000190705659558
172,217.41926621,1.00019525867,1.1996,0.93637,1.15572253576e+41,0.000191183163633
173,218.030126739,1.00019586953,1.1996,0.93637,1.15861015474e+41,0.000191660666833
174,218.640987268,1.00019648038,1.1996,0.89048,1.16149777371e+41,0.000192138169157
175,219.207496618,1.00019704689,1.1996,0.89048,1.16410933801e+41,0.000192570017728
176,219.774005969,1.0001976134,1.1996,0.89048,1.16672090231e+41,0.000193001865565
177,220.340515319,1.00019817992,1.1996,0.89048,1.16933246661e+41,0.000193433712668
178,220.907024669,1.00019874643,1.1996,0.89048,1.17194403092e+41,0.000193865559037
179,221.473534019,1.00019931294,1.1996,0.89048,1.17455559522e+41,0.000194297404672
180,222.040043369,1.00019987945,1.1996,0.89048,1.17716715952e+41,0.000194729249573
181,222.606552719,1.00020044596,1.1996,0.89048,1.17977872382e+41,0.000195161093741
182,223.173062069,1.00020101248,1.1996,0.89048,1.18239028812e+41,0.000195592937175
183,223.73957142,1.00020157899,1.1996,0.84685,1.18500185242e+41,0.000196024779875
184,224.264959923,1.00020210438,1.1996,0.84685,1.18736375492e+41,0.00019641533456
185,224.790348427,1.00020262977,1.1996,0.84685,1.18972565742e+41,0.000196805888631
186,225.31573693,1.00020315516,1.1996,0.84685,1.19208755992e+41,0.000197196442085
187,225.841125434,1.00020368055,1.1996,0.84685,1.19444946242e+41,0.000197586994925
188,226.366513937,1.00020420594,1.1996,0.84685,1.19681136492e+41,0.000197977547148
189,226.891902441,1.00020473133,1.1996,0.84685,1.19917326743e+41,0.000198368098757
190,227.417290944,1.00020525672,1.1996,0.84685,1.20153516993e+41,0.000198758649749
191,227.942679448,1.00020578211,1.1996,0.84685,1.20389707243e+41,0.000199149200127
192,228.468067951,1.0002063075,1.1996,0.84685,1.20625897493e+41,0.000199539749889
193,228.993456455,1.00020683289,1.1996,0.80535,1.20862087743e+41,0.000199930299035
194,229.480701939,1.00020732014,1.1996,0.80535,1.2107569873e+41,0.000200283508389
195,229.967947422,1.00020780739,1.1996,0.80535,1.21289309716e+41,0.000200636717226
196,230.455192906,1.00020829464,1.1996,0.80535,1.21502920703e+41,0.000200989925548
197,230.942438389,1.0002087819,1.1996,0.80535,1.21716531689e+41,0.000201343133353
198,231.429683872,1.00020926915,1.1996,0.80535,1.21930142676e+41,0.000201696340642
199,231.916929356,1.0002097564,1.1996,0.80535,1.22143753663e+41,0.000202049547415
200,232.404174839,1.00021024366,1.1996,0.80535,1.22357364649e+41,0.000202402753671
201,232.891420323,1.00021073091,1.1996,0.80535,1.22570975636e+41,0.000202755959411
202,233.378665806,1.00021121816,1.1995,0.76589,1.22784586623e+41,0.000203109164635
203,233.830553275,1.00021167005,1.1995,0.76589,1.22977777029e+41,0.000203428600616
204,234.282440743,1.00021212193,1.1995,0.76589,1.23170967435e+41,0.000203748036164
205,234.734328211,1.00021257382,1.1995,0.76589,1.23364157841e+41,0.00020406747128
206,235.18621568,1.0002130257,1.1995,0.76589,1.23557348247e+41,0.000204386905962
207,235.638103148,1.00021347759,1.1995,0.76589,1.23750538653e+41,0.000204706340211
208,236.089990616,1.00021392947,1.1995,0.76589,1.2394372906e+41,0.000205025774027
209,236.541878085,1.00021438136,1.1995,0.76589,1.24136919466e+41,0.00020534520741
210,236.993765553,1.00021483324,1.1995,0.76589,1.24330109872e+41,0.00020566464036
211,237.445653021,1.00021528513,1.1995,0.76589,1.24523300278e+41,0.000205984072878
212,237.89754049,1.00021573701,1.1995,0.72837,1.24716490684e+41,0.000206303504962
213,238.316631914,1.0002161561,1.1995,0.72837,1.24891212788e+41,0.000206592396902
214,238.735723338,1.00021657518,1.1995,0.72837,1.25065934891e+41,0.000206881288479
215,239.154814762,1.00021699426,1.1995,0.72837,1.25240656995e+41,0.000207170179693
216,239.573906186,1.00021741335,1.1995,0.72837,1.25415379098e+41,0.000207459070544
217,239.99299761,1.00021783243,1.1995,0.72837,1.25590101202e+41,0.000207747961032
218,240.412089034,1.00021825152,1.1995,0.72837,1.25764823305e+41,0.000208036851157
219,240.831180458,1.0002186706,1.1995,0.72837,1.25939545409e+41,0.000208325740918
220,241.250271882,1.00021908968,1.1995,0.72837,1.26114267512e+41,0.000208614630316
221,241.669363306,1.00021950877,1.1995,0.69268,1.26288989616e+41,0.000208903519351
222,242.058032098,1.00021989743,1.1995,0.69268,1.26447009029e+41,0.000209164788485
223,242.446700891,1.0002202861,1.1995,0.69268,1.26605028442e+41,0.000209426057314
224,242.835369684,1.00022067476,1.1995,0.69268,1.26763047855e+41,0.000209687325839
225,243.224038477,1.00022106343,1.1995,0.69268,1.26921067269e+41,0.000209948594059
226,243.61270727,1.00022145209,1.1995,0.69268,1.27079086682e+41,0.000210209861974
227,244.001376063,1.00022184076,1.1995,0.69268,1.27237106095e+41,0.000210471129585
228,244.390044855,1.00022222942,1.1995,0.69268,1.27395125508e+41,0.000210732396891
229,244.778713648,1.00022261808,1.1995,0.69268,1.27553144921e+41,0.000210993663893
230,245.167382441,1.00022300675,1.1995,0.69268,1.27711164334e+41,0.00021125493059
231,245.556051234,1.00022339541,1.1995,0.65874,1.27869183747e+41,0.000211516196983
232,245.916506813,1.00022375587,1.1995,0.65874,1.28012097268e+41,0.000211752484468
233,246.276962393,1.00022411632,1.1995,0.65874,1.28155010789e+41,0.000211988771698
234,246.637417972,1.00022447677,1.1995,0.65874,1.2829792431e+41,0.000212225058673
235,246.997873552,1.00022483723,1.1995,0.65874,1.2844083783e+41,0.000212461345392
236,247.358329131,1.00022519768,1.1995,0.65874,1.28583751351e+41,0.000212697631855
237,247.71878471,1.00022555813,1.1995,0.65874,1.28726664872e+41,0.000212933918064
238,248.07924029,1.00022591859,1.1995,0.65874,1.28869578393e+41,0.000213170204016
239,248.439695869,1.00022627904,1.1995,0.65874,1.29012491914e+41,0.000213406489713
240,248.800151449,1.00022663949,1.1995,0.62646,1.29155405434e+41,0.000213642775155
241,249.134439396,1.00022697378,1.1995,0.62646,1.2928465719e+41,0.000213856470098
242,249.468727343,1.00022730807,1.1995,0.62646,1.29413908946e+41,0.000214070164826
243,249.80301529,1.00022764236,1.1995,0.62646,1.29543160702e+41,0.00021428385934
244,250.137303237,1.00022797665,1.1995,0.62646,1.29672412458e+41,0.00021449755364
245,250.471591184,1.00022831094,1.1995,0.62646,1.29801664213e+41,0.000214711247725
246,250.805879132,1.00022864523,1.1995,0.62646,1.29930915969e+41,0.000214924941597
247,251.140167079,1.00022897952,1.1995,0.62646,1.30060167725e+41,0.000215138635254
248,251.474455026,1.00022931381,1.1995,0.62646,1.30189419481e+41,0.000215352328696
249,251.808742973,1.0002296481,1.1995,0.62646,1.30318671236e+41,0.000215566021925
250,252.14303092,1.00022998239,1.1994,0.59577,1.30447922992e+41,0.000215779714939
251,252.453064344,1.00023029242,1.1994,0.59577,1.30564819039e+41,0.00021597297748
252,252.763097768,1.00023060244,1.1994,0.59577,1.30681715086e+41,0.000216166239841
253,253.073131192,1.00023091247,1.1994,0.59577,1.30798611133e+41,0.000216359502022
254,253.383164617,1.00023122249,1.1994,0.59577,1.30915507179e+41,0.000216552764023
255,253.693198041,1.00023153252,1.1994,0.59577,1.31032403226e+41,0.000216746025845
256,254.003231465,1.00023184254,1.1994,0.59577,1.31149299273e+41,0.000216939287487
257,254.313264889,1.00023215257,1.1994,0.59577,1.3126619532e+41,0.00021713254895
258,254.623298313,1.00023246259,1.1994,0.59577,1.31383091366e+41,0.000217325810232
259,254.933331737,1.00023277262,1.1994,0.59577,1.31499987413e+41,0.000217519071335
260,255.243365161,1.00023308265,1.1994,0.56657,1.3161688346e+41,0.000217712332259
261,255.530887063,1.00023337017,1.1994,0.56657,1.31722604985e+41,0.000217887116176
262,255.818408966,1.00023365769,1.1994,0.56657,1.3182832651e+41,0.000218061899943
263,256.105930868,1.00023394521,1.1994,0.56657,1.31934048035e+41,0.000218236683559
264,256.39345277,1.00023423274,1.1994,0.56657,1.32039769561e+41,0.000218411467024
265,256.680974672,1.00023452026,1.1994,0.56657,1.32145491086e+41,0.000218586250339
266,256.968496575,1.00023480778,1.1994,0.56657,1.32251212611e+41,0.000218761033502
267,257.256018477,1.0002350953,1.1994,0.56657,1.32356934136e+41,0.000218935816515
268,257.543540379,1.00023538283,1.1994,0.56657,1.32462655661e+41,0.000219110599378
269,257.831062282,1.00023567035,1.1994,0.53881,1.32568377186e+41,0.000219285382089
270,258.097713788,1.000235937,1.1994,0.53881,1.32663992449e+41,0.000219443454449
271,258.364365295,1.00023620366,1.1994,0.53881,1.32759607712e+41,0.000219601526682
272,258.631016802,1.00023647031,1.1994,0.53881,1.32855222974e+41,0.000219759598789
273,258.897668309,1.00023673696,1.1994,0.53881,1.32950838237e+41,0.00021991767077
274,259.164319815,1.00023700361,1.1994,0.53881,1.33046453499e+41,0.000220075742624
275,259.430971322,1.00023727027,1.1994,0.53881,1.33142068762e+41,0.000220233814351
276,259.697622829,1.00023753692,1.1994,0.53881,1.33237684024e+41,0.000220391885952
277,259.964274336,1.00023780357,1.1994,0.53881,1.33333299287e+41,0.000220549957427
278,260.230925842,1.00023807023,1.1994,0.53881,1.33428914549e+41,0.000220708028775
279,260.497577349,1.00023833688,1.1994,0.51241,1.33524529812e+41,0.000220866099997
280,260.744873277,1.00023858418,1.1994,0.51241,1.3361100494e+41,0.0002210090586
281,260.992169206,1.00023883148,1.1994,0.51241,1.33697480069e+41,0.000221152017097
282,261.239465134,1.00023907878,1.1994,0.51241,1.33783955197e+41,0.000221294975488
283,261.486761063,1.00023932608,1.1994,0.51241,1.33870430326e+41,0.000221437933773
284,261.734056991,1.00023957337,1.1994,0.51241,1.33956905454e+41,0.000221580891951
285,261.981352919,1.00023982067,1.1994,0.51241,1.34043380582e+41,0.000221723850024
286,262.228648848,1.00024006797,1.1994,0.51241,1.34129855711e+41,0.000221866807991
287,262.475944776,1.00024031527,1.1994,0.51241,1.34216330839e+41,0.000222009765852
288,262.723240705,1.00024056257,1.1993,0.48731,1.34302805968e+41,0.000222152723606
289,262.952595819,1.00024079192,1.1993,0.48731,1.34381014725e+41,0.000222282013688
290,263.181950933,1.00024102127,1.1993,0.48731,1.34459223483e+41,0.000222411303682
291,263.411306047,1.00024125062,1.1993,0.48731,1.3453743224e+41,0.000222540593586
292,263.640661162,1.00024147996,1.1993,0.48731,1.34615640998e+41,0.000222669883401
293,263.870016276,1.00024170931,1.1993,0.48731,1.34693849756e+41,0.000222799173128
294,264.09937139,1.00024193866,1.1993,0.48731,1.34772058513e+41,0.000222928462765
295,264.328726504,1.00024216801,1.1993,0.48731,1.34850267271e+41,0.000223057752313
296,264.558081618,1.00024239736,1.1993,0.48731,1.34928476028e+41,0.000223187041773
297,264.787436733,1.00024262671,1.1993,0.48731,1.35006684786e+41,0.000223316331144
298,265.016791847,1.00024285606,1.1993,0.46343,1.35084893544e+41,0.000223445620425
299,265.229496338,1.00024306876,1.1993,0.46343,1.3515562616e+41,0.000223562548824
300,265.442200829,1.00024328146,1.1993,0.46343,1.35226358777e+41,0.000223679477148
301,265.65490532,1.00024349416,1.1993,0.46343,1.35297091393e+41,0.000223796405398
302,265.867609811,1.00024370687,1.1993,0.46343,1.35367824009e+41,0.000223913333573
303,266.080314302,1.00024391957,1.1993,0.46343,1.35438556626e+41,0.000224030261674
304,266.293018793,1.00024413227,1.1993,0.46343,1.35509289242e+41,0.0002241471897
305,266.505723284,1.00024434497,1.1993,0.46343,1.35580021859e+41,0.000224264117651
306,266.718427775,1.00024455768,1.1993,0.46343,1.35650754475e+41,0.000224381045528
307,266.931132267,1.00024477038,1.1993,0.44072,1.35721487092e+41,0.00022449797333
308,267.128394789,1.00024496764,1.1993,0.44072,1.3578545825e+41,0.000224603722079
309,267.325657311,1.0002451649,1.1993,0.44072,1.35849429408e+41,0.000224709470767
310,267.522919834,1.00024536217,1.1993,0.44072,1.35913400565e+41,0.000224815219391
311,267.720182356,1.00024555943,1.1993,0.44072,1.35977371723e+41,0.000224920967953
312,267.917444879,1.0002457567,1.1993,0.44072,1.36041342881e+41,0.000225026716453
313,268.114707401,1.00024595396,1.1993,0.44072,1.36105314039e+41,0.00022513246489
314,268.311969924,1.00024615122,1.1993,0.44072,1.36169285197e+41,0.000225238213264
315,268.509232446,1.00024634849,1.1993,0.44072,1.36233256355e+41,0.000225343961576
316,268.706494969,1.00024654575,1.1993,0.44072,1.36297227513e+41,0.000225449709825
317,268.903757491,1.00024674301,1.1993,0.41913,1.36361198671e+41,0.000225555458011
318,269.086699605,1.00024692596,1.1993,0.41913,1.3641905473e+41,0.000225651095979
319,269.269641718,1.00024710891,1.1993,0.41913,1.36476910788e+41,0.000225746733895
320,269.452583832,1.00024729185,1.1993,0.41913,1.36534766847e+41,0.000225842371758
